id_venda,cliente,produto,data_venda,preco,quantidade
2744,Anne Moore,Câmera,2021-07-28,1118.33,1
2745,Anthony Moss,Fone de Ouvido,2023-09-27,86.64,5
2746,William Lucas,Fone de Ouvido,2023-01-22,199.91,5
2747,Tony Holt MD,Câmera,2020-03-06,4344.75,5
2748,Mary Hansen,Celular,2021-07-22,1117.28,5
2749,Alyssa Olson,Laptop,2022-05-23,3229.26,2
2750,Mr. James Gonzales,Roteador,2022-08-15,484.27,4
2751,Ricky Reyes,Tablet,2022-09-03,716.42,2
2752,James Thompson,Monitor,2022-05-15,1487.45,2
2753,John Jones,Tablet,2020-08-10,2179.49,4
2754,Jimmy Cox,Impressora,2021-02-01,442.02,3
2755,Donald Ross,Fone de Ouvido,2023-06-18,119.51,1
2756,Christian Pena,Roteador,2020-04-26,521.78,3
2757,Tiffany Huff,Fone de Ouvido,2023-12-15,239.46,1
2758,Jeremy Prince,Mouse,2023-09-05,60.94,4
2759,Clayton Martin,Fone de Ouvido,2023-09-10,174.99,3
2760,Kelly York,Teclado,2022-09-17,186.45,4
2761,Jeffery Rivera,Fone de Ouvido,2022-11-15,135.78,4
2762,Meghan Barrett,Câmera,2022-10-04,2778.64,3
2763,Michael Richardson,Celular,2021-11-02,1041.2,1
2764,William Evans,Laptop,2023-06-19,1945.61,3
2765,Kimberly Edwards,Mouse,2023-12-12,186.01,5
2766,Shawn James,Teclado,2023-06-25,151.02,3
2767,Cynthia Foster,Mouse,2023-03-07,89.04,3
2768,Kimberly Williams,Impressora,2022-03-03,695.52,4
2769,Tara Wallace,Laptop,2023-12-26,3762.22,3
2770,Daniel Bond,Roteador,2022-04-09,103.19,3
2771,Gina Dennis,Monitor,2021-09-02,976.85,3
2772,Samuel Richardson,Fone de Ouvido,2022-09-24,173.81,2
2773,Joshua Morrow,Câmera,2020-09-29,2034.64,5
2774,Bethany Roberts,Câmera,2023-09-17,4068.31,4
2775,Dr. Jason Mcintyre,Mouse,2021-11-05,69.41,4
2776,Leroy Mcpherson,Monitor,2020-08-21,1385.81,3
2777,Jason Allen,Impressora,2022-11-20,816.79,3
2778,Wanda Guerrero,Câmera,2023-01-22,3806.44,4
2779,Robert Lopez,Laptop,2023-12-01,3794.15,5
2780,Jodi Kelly,Teclado,2020-06-13,215.26,4
2781,Marcus Garcia,Impressora,2020-09-15,726.99,2
2782,George Luna,Câmera,2023-11-24,3416.99,1
2783,Laura Davis,Laptop,2021-01-22,3648.11,5
2784,Connie Mckinney,Teclado,2020-01-05,297.51,3
2785,Sarah Davis,Impressora,2023-02-09,1098.14,5
2786,Darrell Nicholson,Monitor,2023-12-25,1617.4,1
2787,Brandon Jackson,Câmera,2022-07-21,1209.62,2
2788,Bryan Walters,Celular,2023-03-06,2291.21,5
2789,Wanda Perez,Celular,2021-06-03,2332.51,1
2790,Mike Higgins,Mouse,2021-02-24,100.49,4
2791,Carmen Aguirre,Celular,2023-02-25,2166.44,4
2792,Ruth Villa,Impressora,2020-02-22,716.75,5
2793,Joshua Gutierrez,Fone de Ouvido,2020-11-17,102.16,1
2794,David Logan,Laptop,2023-05-09,2879.51,5
2795,Melissa Jackson,Celular,2022-09-21,1844.3,4
2796,Morgan Oconnor,Roteador,2023-09-25,246.41,2
2797,Jessica Ewing,Tablet,2022-06-23,1717.44,1
2798,Eric Dawson,Roteador,2021-04-12,191.28,5
2799,Emily Graham,Tablet,2022-01-21,1641.69,1
2800,Christopher Norman,Monitor,2023-02-22,552.38,4
2801,Scott Garcia,Câmera,2023-01-02,4956.07,1
2802,Elizabeth Wolfe,Roteador,2021-07-20,463.76,3
2803,Tina Rosales,Roteador,2021-04-30,520.03,2
2804,Trevor Reid,Fone de Ouvido,2022-07-29,201.23,2
2805,Krista Hernandez,Mouse,2023-06-07,184.7,5
2806,David Mitchell,Mouse,2021-12-29,67.49,4
2807,Jason Parker,Impressora,2021-07-04,477.44,5
2808,Dalton Hall,Teclado,2022-03-17,338.0,3
2809,Jessica Smith,Tablet,2022-10-31,1002.01,3
2810,Jeremy Carroll,Monitor,2023-09-06,1588.48,3
2811,Jennifer Williams,Tablet,2022-09-23,1070.98,4
2812,Jessica Dorsey,Tablet,2022-06-04,2379.91,1
2813,Maria Kim,Impressora,2020-02-25,619.2,5
2814,James Taylor,Roteador,2021-02-02,342.46,5
2815,Stephanie Hale,Câmera,2022-05-12,3432.05,4
2816,Jennifer Williams,Fone de Ouvido,2023-06-25,119.7,4
2817,Michael Gordon,Tablet,2022-12-08,994.51,4
2818,Phillip Brooks,Monitor,2022-01-26,1225.18,3
2819,Keith Diaz,Mouse,2022-05-29,70.34,4
2820,Brenda Stewart DVM,Tablet,2023-09-25,1493.72,2
2821,Jonathan Proctor,Teclado,2022-08-09,262.78,4
2822,James Murphy,Roteador,2022-01-25,592.9,5
2823,Michelle Martinez,Câmera,2022-07-10,1167.47,2
2824,Heather Nunez,Monitor,2020-04-28,720.7,5
2825,Christopher Harper,Tablet,2021-10-08,994.35,3
2826,Victor White,Celular,2020-07-20,2455.49,4
2827,Carolyn Smith,Mouse,2022-01-02,65.86,1
2828,Edward Rowland,Monitor,2023-08-22,1016.31,5
2829,Vicki Marks,Fone de Ouvido,2020-11-07,174.2,3
2830,Sarah Clark,Monitor,2022-12-27,627.44,2
2831,Sarah Wilson,Laptop,2020-11-15,2371.42,1
2832,Kyle Howard,Celular,2022-07-17,2153.71,5
2833,Melissa Hayes,Celular,2022-03-22,1876.66,1
2834,Michael Hicks,Monitor,2020-06-21,1813.29,4
2835,Ashley Smith,Tablet,2023-01-15,2385.57,2
2836,Candice Johnson,Laptop,2022-02-01,3313.23,3
2837,Roberta Conley,Impressora,2023-12-19,1058.71,4
2838,Charles Collins,Fone de Ouvido,2020-06-27,230.28,2
2839,John Mcintosh,Impressora,2022-08-29,763.93,4
2840,Bruce Johnson,Monitor,2020-06-01,789.02,4
2841,Jamie Hoffman,Impressora,2020-06-02,495.97,4
2842,Amanda Dickerson,Celular,2021-02-24,1474.81,5
2843,Lucas Evans,Laptop,2021-03-31,1619.32,3
2844,Gregory Villegas,Câmera,2021-10-04,1310.6,3
2845,Holly May,Laptop,2021-07-03,3239.28,5
2846,Kaitlyn Aguilar,Teclado,2020-12-18,355.88,5
2847,Curtis Daniels,Mouse,2021-02-12,80.16,4
2848,Heather Rogers,Roteador,2020-11-15,108.53,2
2849,Shannon Spencer,Mouse,2020-09-05,106.87,5
2850,Darlene Johnson,Monitor,2022-04-19,887.93,4
2851,Johnny Lucero,Impressora,2021-08-14,312.71,3
2852,Jack Keller,Roteador,2021-04-12,599.17,5
2853,Tiffany Vega,Mouse,2021-06-09,124.79,4
2854,Steven Harris,Laptop,2020-06-10,2131.76,3
2855,David Tran,Tablet,2023-06-11,973.58,3
2856,Deborah Smith,Teclado,2021-06-30,209.15,3
2857,Hannah Berger,Impressora,2022-01-05,962.87,4
2858,Brandon Cox,Celular,2021-04-11,1384.16,1
2859,Jorge Ballard,Monitor,2020-10-09,1381.17,2
2860,Jason Orr,Tablet,2023-01-16,2119.52,3
2861,Teresa Cook,Teclado,2020-08-17,114.21,5
2862,Nancy Klein,Roteador,2023-06-12,492.14,4
2863,Anthony Stanley,Impressora,2022-01-10,1043.95,1
2864,Tonya Lucas,Tablet,2020-02-05,2430.88,2
2865,Nicole Boyd,Teclado,2022-10-15,359.64,4
2866,Kristy Ellis,Teclado,2020-04-02,345.94,1
2867,Erin Rosales,Celular,2023-03-30,1226.01,4
2868,Michael Caldwell,Celular,2021-11-30,1375.13,3
2869,Thomas Richards,Roteador,2020-04-11,184.47,2
2870,Joseph Freeman,Celular,2022-08-24,1135.48,5
2871,Emily Herrera,Fone de Ouvido,2023-01-03,86.04,5
2872,Elizabeth Rangel,Celular,2023-08-15,974.69,1
2873,Fernando Vazquez,Fone de Ouvido,2020-07-16,100.99,3
2874,Shannon Heath,Mouse,2021-02-08,57.6,2
2875,Paul Wilson,Monitor,2023-05-07,1327.62,5
2876,Samantha Snyder,Teclado,2022-04-17,239.52,5
2877,Ashley Kennedy,Roteador,2022-10-29,469.81,5
2878,Ronald Floyd,Teclado,2021-02-13,343.3,1
2879,Steven Collins,Teclado,2020-08-12,381.18,5
2880,Megan Kane,Mouse,2020-05-08,91.98,5
2881,Brian Smith,Monitor,2023-05-28,1320.84,5
2882,Johnny Lambert,Tablet,2022-04-24,1310.18,4
2883,Maureen Frederick,Monitor,2021-12-09,1913.82,2
2884,Penny Harrington,Tablet,2021-05-31,2217.07,3
2885,Dylan Williams,Mouse,2020-08-07,94.56,3
2886,Robert Thomas,Fone de Ouvido,2020-04-02,173.3,3
2887,Casey Reynolds,Câmera,2023-07-09,3493.8,2
2888,Vickie Carpenter,Impressora,2020-01-27,1182.4,4
2889,Kayla Estrada,Câmera,2023-07-06,4024.05,1
2890,Andrea Freeman,Câmera,2021-04-25,3189.22,2
2891,Mr. William Wells,Mouse,2022-02-24,113.12,1
2892,Alec Bryant,Mouse,2020-11-27,193.84,4
2893,Jack Terry,Fone de Ouvido,2021-01-25,148.96,4
2894,Curtis Cox,Teclado,2020-04-15,274.15,3
2895,Shelley Williams,Impressora,2023-08-23,815.35,3
2896,Laura Barker,Teclado,2023-03-03,321.43,1
2897,Rebecca Brown,Teclado,2020-11-26,178.43,2
2898,Michelle Ward,Roteador,2021-08-03,466.97,5
2899,Richard Gross,Laptop,2021-10-18,3684.17,4
2900,James Smith,Laptop,2023-12-01,1679.39,3
2901,Sara Singleton,Mouse,2021-08-16,50.14,2
2902,Laura Lindsey,Câmera,2022-02-02,1514.84,2
2903,Debra Moore,Câmera,2022-12-10,1166.54,5
2904,Jeremy Craig,Fone de Ouvido,2020-10-14,96.63,1
2905,Rodney Jones,Câmera,2020-04-05,2522.52,5
2906,Michael Raymond,Monitor,2023-09-05,1617.69,5
2907,Steven Rivera,Roteador,2020-06-03,225.4,5
2908,Stacy Garcia,Teclado,2021-10-27,397.55,5
2909,Dillon Underwood,Impressora,2020-05-20,607.68,5
2910,Eddie Macias,Teclado,2023-06-02,365.87,2
2911,Phyllis Riley,Celular,2021-09-26,1109.08,5
2912,Tammy Morgan,Celular,2020-04-11,2045.22,4
2913,Daniel Medina,Laptop,2023-01-16,2043.29,1
2914,Nicholas Nichols,Teclado,2020-01-07,166.6,2
2915,William Tanner,Teclado,2020-11-05,138.04,5
2916,Judith Best,Teclado,2021-02-11,392.73,4
2917,Maxwell Schmidt,Teclado,2023-09-25,250.52,3
2918,Dr. Julia Stein,Teclado,2023-07-16,359.65,4
2919,Matthew Ramsey,Tablet,2020-03-20,1164.8,1
2920,Diane Wilson,Tablet,2023-01-06,1235.11,4
2921,Heather Kline,Monitor,2022-11-14,1036.39,2
2922,Sydney Rodriguez,Celular,2021-07-12,973.02,3
2923,David Gill,Impressora,2022-07-25,1087.84,2
2924,Debbie Hill,Câmera,2023-04-30,4668.22,3
2925,Mark Roach,Fone de Ouvido,2020-05-22,120.72,3
2926,Brianna Johnson,Roteador,2021-05-19,356.47,5
2927,Kristine Garcia,Monitor,2020-07-19,1507.52,2
2928,Michael Wilson,Roteador,2022-09-13,259.13,3
2929,Courtney Campbell,Celular,2021-08-20,1032.56,3
2930,Sheila Nguyen,Laptop,2020-06-09,3263.74,5
2931,Kendra Curtis,Impressora,2023-12-31,957.86,1
2932,Christina Sanders,Celular,2021-11-25,1925.42,2
2933,Heather Salazar,Câmera,2021-07-06,1702.09,4
2934,Elizabeth Mullins,Mouse,2022-12-02,124.81,3
2935,Valerie Jones,Celular,2020-07-15,2369.99,5
2936,Dawn Valenzuela,Câmera,2020-10-08,2914.52,5
2937,Megan Carroll,Celular,2020-06-14,2174.76,4
2938,Kathy Marshall,Fone de Ouvido,2021-09-03,201.77,3
2939,Amber Barber,Fone de Ouvido,2022-11-03,144.14,3
2940,Samuel Bates,Celular,2022-09-20,877.93,4
2941,Jerry Jones,Tablet,2023-04-28,2082.75,2
2942,Elizabeth Elliott,Roteador,2023-06-23,462.4,2
2943,Catherine Hurley,Celular,2021-08-01,1124.23,1
2944,Erica Gomez,Celular,2021-02-05,2434.95,1
2945,Brandy Powell,Tablet,2023-06-11,1480.41,3
2946,Brittany Collins,Impressora,2023-01-01,460.54,3
2947,Christopher Rivera,Impressora,2021-08-24,621.54,1
2948,Nicholas Barber,Laptop,2021-05-05,3858.21,1
2949,Mario Matthews DDS,Tablet,2020-01-16,1415.26,5
2950,Michael Dunlap,Monitor,2020-11-11,613.23,2
2951,Morgan Curry,Teclado,2020-08-24,327.73,1
2952,Jason Alvarado,Mouse,2023-08-31,60.41,2
2953,Alexandra Thomas,Tablet,2023-11-18,747.05,2
2954,Tiffany Hernandez,Mouse,2022-04-07,194.59,5
2955,Daniel Ford,Laptop,2021-02-26,1681.57,3
2956,Laura Short,Tablet,2020-12-17,1448.31,2
2957,Kristi Hood,Tablet,2022-10-07,2402.1,4
2958,Wesley Kline,Laptop,2022-11-22,2441.23,3
2959,William Sanders,Fone de Ouvido,2020-06-04,74.1,2
2960,Janet Watkins,Impressora,2022-07-28,987.88,4
2961,Mrs. Victoria Stone,Laptop,2023-05-23,3813.48,4
2962,John Leonard,Câmera,2023-09-25,3420.37,4
2963,Cheryl Rice,Laptop,2020-03-23,1801.39,3
2964,Jeffrey Gomez,Fone de Ouvido,2023-11-21,293.81,1
2965,Donald Brewer,Mouse,2022-12-03,132.2,5
2966,Michelle Duran,Impressora,2020-07-31,581.8,1
2967,Sarah Hunt,Mouse,2023-08-25,157.49,3
2968,Nicole Weber,Mouse,2021-12-27,154.28,4
2969,Joseph Miller,Celular,2023-05-03,2278.69,3
2970,Denise Conrad,Celular,2021-12-16,1512.91,3
2971,Tracy Brown,Impressora,2021-03-31,597.44,5
2972,Kristen Johnson,Laptop,2023-05-31,3088.34,2
2973,Amy Thompson,Mouse,2023-09-03,167.58,4
2974,Nathan Drake,Roteador,2020-10-26,396.43,2
2975,Mr. Alexander Rogers MD,Impressora,2021-05-24,991.65,5
2976,Daniel Peterson,Roteador,2020-08-31,237.01,2
2977,Melissa Carey,Monitor,2022-08-31,1040.93,5
2978,Lucas Torres,Celular,2020-06-02,1580.51,1
2979,Mark Rodriguez,Impressora,2023-02-18,467.42,3
2980,Christie Bowman,Laptop,2021-12-24,3342.86,1
2981,Peter Rodriguez,Laptop,2023-09-08,2072.03,2
2982,Angela Jimenez,Câmera,2021-02-14,3605.35,5
2983,Adam Davis,Mouse,2022-02-13,159.58,1
2984,Brian Casey,Tablet,2020-01-17,2114.6,4
2985,Juan Flores,Roteador,2022-10-18,474.95,5
2986,James Stevens,Mouse,2022-09-18,54.15,1
2987,Jose Russell,Fone de Ouvido,2022-05-26,118.48,2
2988,Daniel Mcdaniel,Fone de Ouvido,2021-10-03,222.58,4
2989,Jennifer Walsh,Teclado,2021-03-12,265.16,4
2990,Anne Williams,Roteador,2021-10-26,469.89,2
2991,Carolyn Smith,Impressora,2023-07-14,620.56,1
2992,Amanda Martin,Laptop,2022-09-02,2687.66,2
2993,Ashley Carter,Fone de Ouvido,2021-10-28,106.07,1
2994,Laurie Thompson,Laptop,2021-06-13,3332.91,5
2995,Richard Bird,Fone de Ouvido,2022-09-23,220.65,4
2996,Jason Morris,Fone de Ouvido,2022-06-04,189.81,5
2997,Robert Williams,Câmera,2023-04-22,4734.51,4
2998,Nathan Ballard,Mouse,2021-01-15,82.92,3
2999,Debra Johnson,Celular,2021-09-12,2371.48,1
3000,Michael Hammond,Câmera,2021-01-21,4718.92,3
3001,James Hernandez,Tablet,2021-03-02,1831.46,2
3002,Robert Watts,Impressora,2022-12-14,989.2,2
3003,James Boone,Celular,2022-02-28,1026.33,5
3004,Andrew Hall,Celular,2020-01-17,1056.56,2
3005,Ian Mcbride,Câmera,2022-01-17,3055.62,3
3006,Nathan Trevino,Fone de Ouvido,2022-12-09,168.83,4
3007,Mary Gomez,Impressora,2023-11-24,384.87,4
3008,Catherine Thomas,Tablet,2020-09-11,2138.07,3
3009,Jason Livingston,Impressora,2022-06-28,771.75,1
3010,John Haas,Celular,2020-01-19,1504.3,2
3011,Deborah Alvarez,Celular,2020-01-26,1624.23,4
3012,Ricardo Wood,Tablet,2022-05-01,2151.2,4
3013,Barbara Mcbride,Roteador,2023-01-05,394.45,3
3014,Tammy Williams,Impressora,2022-01-25,469.02,3
3015,Samantha Coleman,Mouse,2021-12-21,146.34,2
3016,Vernon Morris,Monitor,2023-10-21,1948.67,5
3017,Eric Kelly,Teclado,2021-12-29,232.56,1
3018,Dale Rocha,Tablet,2023-03-02,1403.45,3
3019,David Clayton,Impressora,2023-12-23,962.25,3
3020,Christina Reyes,Teclado,2022-05-15,344.59,4
3021,John Abbott,Teclado,2022-11-09,227.45,5
3022,Shannon May,Laptop,2022-04-02,2045.46,5
3023,Amy Osborne,Laptop,2020-08-21,3973.42,3
3024,Rhonda Brooks,Tablet,2020-09-24,838.28,2
3025,Joyce Sharp,Roteador,2020-06-19,312.43,3
3026,Kathy Lang,Celular,2021-12-16,2216.67,3
3027,Marie Wilkins,Laptop,2021-01-12,2282.25,3
3028,Whitney Rodriguez,Celular,2022-09-21,1190.42,4
3029,Patrick Keller,Roteador,2020-02-04,225.68,3
3030,Brian Brown,Fone de Ouvido,2023-07-07,290.71,3
3031,Alan Flores,Monitor,2020-11-21,615.95,4
3032,William Gonzalez,Roteador,2021-01-25,381.95,2
3033,Victor Lindsey,Fone de Ouvido,2023-07-08,190.2,5
3034,Kenneth Myers,Monitor,2022-04-02,1189.2,3
3035,Monica Campos,Tablet,2021-05-05,1271.68,2
3036,Dennis Merritt,Impressora,2021-04-07,663.04,3
3037,Heather Hobbs,Impressora,2021-06-13,891.88,2
3038,Angela Ross,Tablet,2021-07-20,2434.86,1
3039,Charles Romero,Impressora,2022-10-24,719.39,5
3040,Joshua Richard,Celular,2023-04-04,1317.85,2
3041,Mrs. Phyllis Wagner,Celular,2020-12-20,2334.94,4
3042,Jeffrey Anderson,Monitor,2021-08-18,1646.38,4
3043,Christopher Smith,Roteador,2023-08-21,257.25,4
3044,William Campbell,Laptop,2021-05-05,2889.39,1
3045,Amber Edwards,Teclado,2022-01-10,142.3,1
3046,Willie Miller,Monitor,2020-11-08,1604.94,5
3047,Nicole Sullivan,Mouse,2020-11-13,99.39,1
3048,Linda Lopez,Câmera,2021-02-07,4863.41,3
3049,Juan Bright,Laptop,2021-07-09,1616.45,5
3050,Chad Walters,Roteador,2023-05-04,273.64,1
3051,Kim Nguyen,Mouse,2020-01-01,187.38,3
3052,James Gomez,Laptop,2022-01-20,3372.4,5
3053,Andrea Ramsey,Fone de Ouvido,2020-10-24,93.14,2
3054,Hannah Oneal,Câmera,2021-10-05,2847.63,3
3055,Cody Ellis,Câmera,2022-04-04,4300.61,2
3056,David Brown,Fone de Ouvido,2023-07-29,142.09,3
3057,Garrett Gonzales,Câmera,2020-01-12,2026.27,3
3058,Tiffany Vincent,Roteador,2023-07-22,371.95,5
3059,Lauren Campos,Câmera,2023-03-04,3575.38,3
3060,Peter Ray,Teclado,2022-04-30,392.35,1
3061,Jennifer Castro,Fone de Ouvido,2023-07-04,65.17,5
3062,Herbert Banks,Laptop,2022-12-17,2210.28,4
3063,David Moore,Teclado,2023-02-26,213.57,5
3064,Breanna Underwood,Roteador,2021-04-27,433.01,3
3065,Kyle Martinez,Impressora,2021-08-25,770.98,1
3066,Elizabeth Gonzales,Fone de Ouvido,2022-05-25,157.64,5
3067,Sandy Martinez,Impressora,2020-11-22,1090.8,2
3068,Eugene Ford,Mouse,2021-12-16,143.05,1
3069,Jordan Brennan,Mouse,2021-01-20,134.07,4
3070,Jacob Cook,Teclado,2020-03-04,106.54,3
3071,Paul Larsen,Câmera,2022-04-18,4263.81,4
3072,Aaron Rodriguez,Laptop,2022-07-30,2987.28,3
3073,Bonnie Welch,Teclado,2023-07-19,376.15,5
3074,Susan White,Teclado,2023-07-28,373.83,4
3075,Gina Harris,Impressora,2021-09-16,947.63,4
3076,Jessica Harding,Fone de Ouvido,2020-07-26,213.68,4
3077,Lauren Medina,Teclado,2023-01-18,256.98,2
3078,Christopher Cervantes,Câmera,2020-11-05,2741.01,1
3079,Steven Nash,Tablet,2021-10-31,2102.53,3
3080,Melanie Shaw,Mouse,2021-09-05,90.75,2
3081,Tyler Smith,Monitor,2023-09-28,1273.11,2
3082,Stephen Cisneros,Impressora,2023-07-23,749.68,3
3083,Christine Arnold,Celular,2022-03-04,1309.11,3
3084,Katherine Johnson,Mouse,2022-11-06,134.53,3
3085,Michael Ingram,Câmera,2020-10-11,3089.33,5
3086,Jennifer Bernard,Impressora,2021-12-08,958.56,3
3087,Christine Ross,Roteador,2020-07-20,256.59,4
3088,Elizabeth Hayes,Teclado,2021-01-09,256.04,2
3089,Elijah Miller,Fone de Ouvido,2023-11-21,208.19,1
3090,Sandy Wright,Roteador,2020-10-23,105.68,3
3091,Sarah Moore,Fone de Ouvido,2023-03-06,81.43,3
3092,Elizabeth Mccormick,Teclado,2020-03-19,313.04,5
3093,Mitchell Hill,Mouse,2021-06-09,107.3,3
3094,Sharon Hurley,Tablet,2020-02-04,2210.29,1
3095,Isaiah Hurley,Roteador,2023-06-08,160.38,2
3096,Cassidy Thornton,Monitor,2020-09-09,1805.57,5
3097,Nicole Callahan,Impressora,2023-06-11,685.93,4
3098,Lauren Wheeler,Roteador,2020-09-10,457.34,4
3099,Nathan Gill,Tablet,2020-05-22,743.91,1
3100,Brandon Hernandez,Mouse,2022-08-26,102.47,5
3101,Victor Pennington,Fone de Ouvido,2021-10-31,139.56,1
3102,Gregory Freeman,Teclado,2022-04-22,397.81,5
3103,Heidi Allen,Tablet,2022-07-03,2164.42,3
3104,Joel White,Câmera,2023-12-09,4722.85,2
3105,Heather Miles,Laptop,2022-05-12,2717.7,3
3106,Erin Griffin,Fone de Ouvido,2023-12-14,69.7,2
3107,Lisa Mooney,Laptop,2020-05-30,2185.42,4
3108,Rebecca Burnett MD,Impressora,2023-08-24,331.19,1
3109,Elaine Clarke,Monitor,2023-06-19,576.0,1
3110,Jermaine Lee,Tablet,2020-01-10,1625.38,2
3111,John Fowler,Fone de Ouvido,2023-11-11,101.09,2
3112,Jessica Edwards,Roteador,2020-01-22,241.67,4
3113,Ruth Gibson,Teclado,2020-08-26,363.1,5
3114,Scott King,Teclado,2023-10-15,188.39,1
3115,Rachel Wong,Monitor,2022-03-02,1677.18,1
3116,Amanda Garcia MD,Câmera,2023-06-24,1424.01,2
3117,Christopher Stevens,Monitor,2020-06-01,759.19,1
3118,Danielle Santiago,Fone de Ouvido,2021-10-06,187.49,1
3119,Briana King,Laptop,2021-12-08,1656.94,3
3120,Virginia Wheeler,Laptop,2020-07-09,2399.21,1
3121,Katrina Martinez,Laptop,2023-10-13,1776.02,1
3122,Tina Smith,Teclado,2020-09-01,333.77,1
3123,Jane Richardson,Impressora,2022-08-29,831.25,1
3124,Mitchell Bennett,Laptop,2023-05-27,2685.54,3
3125,Cynthia Grimes,Teclado,2020-05-25,248.43,1
3126,Michael Smith,Mouse,2021-10-05,57.91,5
3127,Paul Duran,Laptop,2021-08-07,2799.77,5
3128,Katie Compton,Monitor,2023-03-29,1419.4,1
3129,Karen Martin,Laptop,2020-03-24,3780.39,2
3130,Francisco Short,Impressora,2022-10-12,355.62,2
3131,Mark Sanchez,Mouse,2023-02-24,190.59,2
3132,Lynn Phillips,Roteador,2023-08-28,519.83,3
3133,Calvin Vargas,Laptop,2023-07-19,1737.41,1
3134,Ricky Davis,Impressora,2020-03-23,1149.38,5
3135,Christopher Kelly,Monitor,2022-04-15,1673.17,5
3136,Kim Turner,Câmera,2022-04-02,4716.53,3
3137,Jeffrey Wilson,Celular,2022-09-30,2487.68,5
3138,Heidi Jarvis,Câmera,2023-10-04,1857.59,3
3139,Mr. Shawn Contreras Jr.,Impressora,2020-07-14,1187.58,4
3140,Debra Duncan,Laptop,2022-08-25,3627.3,4
3141,Ruth Pearson,Teclado,2020-03-20,353.69,2
3142,Marilyn Moore,Laptop,2021-03-24,3639.34,3
3143,Amanda Reyes,Câmera,2022-07-03,2562.3,3
3144,Elizabeth Estrada,Laptop,2020-09-03,2170.23,2
3145,Jeanne Nichols,Celular,2020-09-06,1288.75,1
3146,Brian Henderson,Impressora,2020-11-17,756.38,2
3147,Bobby Franklin,Monitor,2022-09-10,1536.15,4
3148,Leslie Hogan,Fone de Ouvido,2023-08-05,70.04,3
3149,Jonathan Thompson,Câmera,2021-03-25,2935.66,4
3150,Mark Francis,Fone de Ouvido,2023-02-14,261.39,5
3151,Mitchell Copeland,Tablet,2023-02-15,2388.89,2
3152,Sarah Gonzalez,Laptop,2022-11-28,2664.29,3
3153,Richard Horn,Impressora,2022-08-16,716.58,4
3154,Thomas Pena,Impressora,2021-10-19,747.96,2
3155,Lydia Cline,Fone de Ouvido,2020-10-20,206.65,5
3156,Lisa Williams,Laptop,2022-12-20,2693.76,2
3157,Vernon Yates,Tablet,2022-02-19,1669.12,1
3158,Stephanie Jefferson,Tablet,2022-03-03,1965.26,5
3159,Chris Ramsey,Celular,2023-11-30,1049.45,1
3160,Shannon Anderson,Celular,2023-07-12,2209.15,3
3161,David Villanueva,Câmera,2022-03-13,2107.54,2
3162,Andrea Martinez,Roteador,2020-01-28,384.19,4
3163,Kristina Harrell,Teclado,2021-09-04,129.88,1
3164,Holly Neal,Fone de Ouvido,2023-02-23,285.94,4
3165,Julia Hamilton,Mouse,2023-07-26,86.04,4
3166,Courtney Velez,Mouse,2020-09-14,95.35,1
3167,Teresa Mann,Fone de Ouvido,2021-03-16,280.06,1
3168,Amanda Dunlap,Roteador,2020-12-24,585.84,3
3169,Robert Griffin,Roteador,2023-10-05,362.74,5
3170,Ryan Williams,Monitor,2020-02-08,1261.01,1
3171,Robert Buckley,Fone de Ouvido,2023-04-21,212.42,4
3172,Jennifer Garcia,Teclado,2021-12-09,380.94,3
3173,Isaac Nichols,Tablet,2023-05-03,2252.28,3
3174,Miranda Winters,Câmera,2021-09-02,2438.47,3
3175,Jeremy Kelley,Monitor,2022-07-17,1229.64,4
3176,Pamela Fitzgerald,Celular,2021-06-26,924.47,4
3177,Brian Vance,Mouse,2023-04-25,107.97,3
3178,Kristina Landry,Celular,2021-08-21,1019.16,1
3179,Amanda Daugherty,Monitor,2023-05-21,1543.9,1
3180,Rebecca Smith,Impressora,2022-08-21,1069.05,3
3181,Jody Nguyen,Monitor,2023-10-13,1787.9,1
3182,Paul Sanchez,Monitor,2020-03-30,1704.23,4
3183,Vincent Dickerson,Laptop,2022-06-23,1920.3,2
3184,Debbie Schmidt,Monitor,2023-05-23,1630.61,5
3185,Gary Suarez,Impressora,2022-01-13,931.64,5
3186,Kimberly Hernandez,Câmera,2023-08-02,3043.1,4
3187,Darren Flores,Teclado,2020-12-01,285.51,3
3188,Ryan Obrien,Teclado,2022-02-27,144.93,1
3189,Omar Moran,Roteador,2022-06-01,245.72,1
3190,Robert Richardson,Impressora,2023-11-06,788.11,4
3191,Yvonne Graves,Tablet,2022-01-19,1918.7,4
3192,Lauren Murphy,Teclado,2023-12-30,284.25,3
3193,Leonard Johnson,Mouse,2021-11-04,100.64,3
3194,Christine Davis,Mouse,2021-07-20,169.02,4
3195,Matthew King,Câmera,2021-04-16,1910.0,4
3196,Victoria Heath,Mouse,2022-06-24,85.37,2
3197,Alice Fisher,Tablet,2021-11-02,2487.34,1
3198,Jodi Shaw,Teclado,2023-08-14,320.17,1
3199,Brittany Rodriguez,Câmera,2023-02-15,4128.38,1
3200,Darrell Stewart,Tablet,2022-12-09,1167.44,1
3201,Derek Reese,Mouse,2023-05-03,94.06,5
3202,Thomas Nguyen,Tablet,2021-05-19,627.37,1
3203,Mr. Curtis Rose,Fone de Ouvido,2022-05-17,244.43,3
